LON	LAT	x	y	distance (km)	QL_bed	A_basal_unit	QLEDC12590	A_QLEDC14100	QLEDC14850	QLEDC15710	A_QLEDC17670	QLEDC18725	A_QLEDC21170	QLEDC22200	A_QLEDC23240	A_QLEDC24650	A_QLEDC25500	QLEDC26790	QLEDC27040	QLEDC29300	QLLDC_LINE1001_START25870	QLLDC_LINE1001_START26260	A_QLECD31150	A_QLEDC32850	QLLDC_LINE1001_START27750_A
122.835869	-75.235542	1355095.002	-874500.2862	27.2	3021.6	nan	1041.72	1168.57	1236.48	1311.65	1489.23	1577.78	1730.28	1879.59	1977.18	2109.28	2182.38	2297.5	2319.07	2502.89	2529.95	2585.61	2644.11	2684.18	2769.62
122.833084	-75.236076	1355087.97	-874402.4522	27.3	3021	nan	1041.07	1167.55	1236.27	1311.14	1489.08	1577.82	1730.28	1879.84	1977.31	2109.28	2181.08	2295.25	2317.49	2500.98	2529.73	2585.11	2643.06	2684.5	2776.61
122.830345	-75.236633	1355078.096	-874304.3323	27.4	3019.06	nan	1039.54	1167.03	1237.25	1311.26	1489.23	1577.75	1730.28	1879.07	1977.43	2109.28	2179.78	2294.01	2316.03	2500.98	2530.31	2584.6	2641.92	2684.94	2774.09
122.82753	-75.237114	1355076.427	-874208.9667	27.5	3010.63	nan	1039.63	1166.44	1236.02	1311.51	1489.23	1577.39	1730.28	1878.57	1977.5	2109.28	2178.52	2291.69	2313.09	2498.41	2528.3	2582.5	2638.2	2679.61	2763.51
122.824913	-75.237701	1355061.896	-874111.9424	27.6	2994.22	nan	1039.43	1165.83	1235.74	1311.53	1489.67	1577.35	1730.28	1877.87	1976.53	2107.04	2176.14	2288.82	2311.29	2492.28	2523.98	2577.58	2633.17	2673.7	2758.37
122.822128	-75.238235	1355054.839	-874014.1197	27.7	2978.88	nan	1039.08	1165.25	1235.6	1311.48	1489.33	1577.15	1730.28	1877.17	1975.82	2103.96	2172.97	2285.31	2308.29	2486.6	2519.33	2572.41	2628.19	2668.23	2751.61
122.819321	-75.238724	1355052.287	-873918.4721	27.8	2963.76	nan	1038.85	1165.4	1236.09	1311.23	1489.47	1576.75	1730.28	1875.97	1975.22	2101.35	2169.89	2281.68	2303.2	2481.76	2514.43	2566.95	2623.37	2663.09	2741
122.816521	-75.23925	1355046.189	-873820.7787	27.9	2940.93	nan	1037.78	1165.56	1235.95	1310.64	1489.02	1576.35	1730.68	1875.4	1974.61	2098.7	2166.98	2279.23	2300.48	2477.95	2509.38	2561.31	2618.4	2658.68	2733.57
122.813766	-75.239799	1355037.265	-873722.7762	28	2933.44	nan	1038.77	1165.72	1235.91	1311.51	1489.11	1576.27	1729.9	1874.92	1973.97	2097.85	2165.3	2276.85	2299.5	2474.12	2506.14	2557.59	2613.74	2656.38	2728.6
122.810638	-75.240196	1355048.125	-873625.0484	28.1	2929.71	nan	1038.66	1165.88	1235.79	1311.17	1489.23	1576.16	1729.34	1874.21	1972.92	2097	2163.61	2275.21	2295.79	2471.54	2503.48	2555.11	2608.46	2654.36	2726.16
122.807632	-75.240646	1355052.201	-873527.0369	28.2	2930.49	nan	1037.67	1166.04	1236.31	1311.46	1489.23	1576.5	1728.78	1874.24	1971.87	2096.17	2161.92	2274.68	2297.18	2470.73	2500.91	2554.77	2607.73	2653.63	2725.74
122.804947	-75.241165	1355044.974	-873432.4921	28.3	2932.84	nan	1038.62	1165.61	1236.54	1311.27	1489.23	1576.48	1728.23	1873.92	1970.18	2095.37	2160.3	2272.83	2294.94	2469.68	2499.05	2554.05	2607.3	2652.92	2726.85
122.802193	-75.241714	1355036.009	-873334.5237	28.4	2937.67	nan	1037.01	1166.35	1236.49	1312.11	1489.23	1576.29	1727.67	1872.96	1969.81	2094.55	2158.7	2270.71	2294.12	2468.24	2497.14	2553.66	2607.86	2652.18	2728
122.7995	-75.242241	1355028.15	-873239.3166	28.5	2944.49	nan	1037.19	1166.5	1236.73	1311.5	1488.99	1576.27	1727.45	1872.95	1969.13	2093.43	2157.12	2269.43	2292.33	2467.78	2495.28	2553.66	2610.38	2653.82	2730.95
122.796745	-75.242744	1355023.457	-873144.0811	28.6	2954.25	nan	1037.13	1167.16	1237.29	1311.7	1488.76	1576.21	1727.45	1872.53	1967.78	2092.95	2155.55	2267.57	2290.03	2468.61	2495.49	2553.66	2612.9	2655.79	2742.78
122.793739	-75.243195	1355027.409	-873046.0215	28.7	2965.94	nan	1037.74	1168.14	1237.4	1311.64	1488.52	1575.83	1727.45	1871.42	1966.73	2091.49	2153.94	2266.15	2288.79	2465.08	2495.7	2551.4	2614.49	2658.7	2756.56
122.791046	-75.243721	1355019.624	-872950.8819	28.8	2973.57	nan	1037.4	1169.09	1237.91	1312.37	1488.29	1575.51	1727.45	1870.86	1965.78	2088.86	2152.37	2263.25	2285.4	2460.27	2494.92	2548.26	2611.21	2662.52	2747.18
122.788345	-75.244286	1355008.336	-872853.2241	28.9	2968.9	nan	1038.18	1170.08	1238.07	1312.52	1487.39	1575.38	1727.45	1869.54	1964.85	2086.15	2150.76	2259.86	2282.09	2456.68	2488.67	2545.01	2608.31	2662.52	2741.61
122.785683	-75.24482	1354999.325	-872758.345	29	2954.85	nan	1038.78	1170.85	1238.49	1312.89	1487.82	1575.13	1727.95	1868.85	1963.95	2083.52	2149.19	2258.19	2280.29	2453.29	2482.85	2541.96	2607	2661.82	2739.85
122.78289	-75.245308	1354996.573	-872663.1203	29.1	2940.16	nan	1038.98	1171.98	1239.02	1313.62	1487.41	1575.45	1728.69	1868.18	1963.05	2080.89	2147.7	2256.3	2278.34	2451.64	2480.48	2538.98	2607	2659.64	2740.58
122.780113	-75.24585	1354988.559	-872565.0487	29.2	2927.11	nan	1039.91	1172.97	1239.85	1313.82	1487.35	1575.39	1729.45	1868.32	1962.12	2079.48	2146.56	2253.67	2275.76	2447.66	2478.04	2535.77	2604.46	2657.2	2741.3
122.777504	-75.246399	1354977.33	-872470.5345	29.3	2915	nan	1040.66	1174.19	1239.91	1313.94	1487.33	1575.4	1730.19	1867.98	1961.22	2079.04	2145.46	2253.3	2273.15	2445.86	2475.95	2532.73	2600.94	2654.04	2739.19
122.774811	-75.246925	1354969.51	-872375.4113	29.4	2903.04	nan	1039.94	1175.47	1241.03	1314.78	1488.21	1575.82	1730.86	1867.5	1960.32	2078.6	2144.36	2252.01	2273.23	2443.63	2474.32	2529.68	2598.36	2652.33	2736.53
122.771698	-75.247322	1354980.053	-872278.0673	29.5	2896.71	nan	1042.26	1176.79	1242.32	1316.09	1488.86	1576.87	1731.54	1868.04	1959.74	2078.15	2143.22	2251.25	2272.6	2441.67	2472.64	2527.62	2595.61	2652.91	2733.81
122.768562	-75.247719	1354990.94	-872180.1809	29.6	2895.38	nan	1045.64	1178.11	1243.43	1317.03	1489.83	1577.77	1732.23	1868.05	1959.91	2077.38	2143.22	2250.5	2271.95	2440.36	2471.42	2526.18	2593.72	2653.13	2731.26
122.765747	-75.248169	1354992.014	-872086.7205	29.7	2894.81	nan	1045.08	1179.44	1245.15	1318.39	1490.33	1579.24	1728.93	1869.99	1960.08	2078.85	2143.48	2250.36	2271.98	2439.92	2470.58	2524.49	2592.15	2653.35	2731.65
122.760384	-75.24926	1354972.348	-871894.7098	29.9	2897.52	nan	1051.97	1182.04	1248.53	1321.97	1493.31	1582.44	1731.74	1872.47	1962.11	2081.69	2143.99	2252.08	2273.76	2440.9	2471.58	2523.87	2593.71	2654.68	2741.42
122.754807	-75.25029	1354961.579	-871701.2934	30.1	2916.22	nan	1055.56	1187.48	1253.1	1326.68	1497.39	1587.36	1737.11	1877.51	1967.44	2086.08	2149.96	2255.89	2276.88	2448.21	2477.13	2531.61	2599.46	2674	2756.37
122.752266	-75.250893	1354944.249	-871605.1861	30.2	2930.86	nan	1057.51	1190.41	1255.55	1328.79	1500.13	1589.65	1740.3	1879.86	1970.54	2088.49	2152.99	2259.77	2278.72	2452.02	2480.02	2535.98	2603.54	2686.57	2761.41
122.749779	-75.251511	1354924.699	-871509.4633	30.3	2947.89	nan	1060.33	1193.34	1258.55	1331.69	1503.17	1592.51	1743.5	1883.4	1972.85	2092.02	2156.02	2263.78	2285.44	2453.1	2482.92	2541.85	2608.56	2697.8	2766.58
122.747467	-75.252174	1354898.304	-871415.1948	30.4	2965.03	nan	1063.7	1196.28	1260.81	1333.12	1505.85	1595.5	1746.69	1886.76	1976.06	2096.41	2160.07	2267.5	2289.12	2461.07	2493.53	2551.58	2618.9	2707.2	2776.05
122.744423	-75.252579	1354906.991	-871319.0265	30.5	2982.91	nan	1066.14	1199.21	1263.67	1336.64	1508.86	1599.1	1749.88	1890.73	1980.8	2100.8	2165.22	2272.87	2293.79	2469.65	2507.18	2561.31	2629.24	2717.04	2809.25
122.741295	-75.252983	1354917.043	-871220.9331	30.6	3000.82	nan	1069.34	1201.39	1267.12	1340.2	1511.97	1602.92	1753.08	1895.5	1985.69	2105.24	2170.37	2279.73	2300.25	2475.55	2520	2574.1	2639.36	2726.02	2839.62
122.738274	-75.253372	1354926.854	-871126.2671	30.7	3018.23	nan	1072	1203.89	1269.62	1343.22	1514.98	1606.76	1756.24	1901.15	1990.36	2111.14	2175.71	2285.91	2310.28	2484.38	2529.92	2589.65	2649.6	2739.06	2864.74
122.735374	-75.253822	1354929.155	-871030.8223	30.8	3035.65	nan	1076.36	1206.17	1272.81	1346.62	1517.99	1610.3	1759.89	1905.52	1995.03	2117.03	2181.04	2291.86	2318.05	2488.33	2539.57	2605.21	2659.63	2758.79	2881.57
122.732437	-75.254303	1354929.132	-870932.6539	30.9	3052.75	nan	1078.94	1209.27	1275.4	1349.27	1520.97	1613.48	1763.65	1910.57	1998.82	2123.11	2186.55	2301.65	2322.51	2494.71	2547.62	2613.71	2664.9	2766.33	2891.62
122.729622	-75.254784	1354927.25	-870837.373	31	3067.1	nan	1080.2	1210.77	1278.02	1351.31	1523.75	1616.23	1767.3	1913.14	2002.13	2128.8	2191.89	2308.54	2330.18	2502.03	2553.85	2617.19	2666.53	2767.05	2900.91
122.726959	-75.255363	1354913.949	-870739.8396	31.1	3079.28	nan	1083.01	1213.06	1280.05	1353.37	1526.61	1618.92	1771.06	1916.53	2005.53	2133.19	2197.39	2311.9	2334.75	2504.77	2559.42	2621.11	2670.64	2768.81	2907.85
122.724403	-75.255936	1354899.574	-870645.1978	31.2	3091	nan	1084.48	1215.28	1281.96	1355.34	1529.39	1620.98	1774.7	1919.01	2008.84	2137.68	2200.38	2315.52	2338.86	2508.82	2564.83	2626.95	2679.09	2772.02	2911.5
122.721458	-75.256401	1354901.135	-870547.8053	31.3	3103.16	nan	1086.82	1217.56	1283.75	1357.03	1531.2	1622.98	1778.46	1921.7	2011.95	2141.84	2203.46	2319.55	2340.47	2515.91	2570.89	2633.14	2691.63	2783.61	2915.26
122.718452	-75.256805	1354909.281	-870452.6125	31.4	3115.68	nan	1087.69	1219.23	1285.1	1358.38	1532.73	1624.6	1778.46	1923.58	2014.81	2144.01	2206.45	2323.45	2344.25	2520.22	2576.35	2639.05	2701.4	2793.1	2918.91
122.715591	-75.257317	1354905.188	-870354.4061	31.5	3129.43	nan	1090.29	1219.23	1285.98	1359.35	1533.94	1625.61	1778.46	1925.19	2017.76	2145.4	2208.66	2326.3	2347.58	2524.71	2577.44	2645.43	2698.22	2792.68	2921.48
122.712906	-75.257881	1354893.584	-870257.2618	31.6	3137.79	nan	1089.69	1219.23	1286.08	1359.89	1534.72	1625.92	1778.46	1925.84	2018.66	2146.79	2210.64	2327.39	2348.2	2526.33	2574.98	2647.93	2706.47	2787.98	2915.35
122.70993	-75.258347	1354895.497	-870159.0857	31.7	3146.95	nan	1090.19	1219.23	1286.07	1359.53	1535.56	1625.56	1777.99	1925.29	2018.66	2144.81	2211.55	2325.56	2346.55	2522.39	2572.53	2643.62	2704.78	2779.73	2897.87
122.707115	-75.258881	1354888.642	-870060.6626	31.8	3160.44	nan	1090.03	1219.23	1285.98	1359.26	1533.95	1624.58	1776.45	1923.83	2018.66	2141.15	2210.31	2321.95	2345.87	2517.5	2570.08	2639.31	2697.91	2768.63	2885.11
122.704216	-75.259377	1354886.586	-869962.5226	31.9	3163.27	nan	1089.15	1218.61	1284.21	1358.15	1532.28	1622.62	1774.9	1920.71	2014.76	2135.12	2205.6	2312.65	2334.87	2503.95	2566.25	2637.32	2686.35	2755.79	2873.15
122.701294	-75.259865	1354885.616	-869864.3183	32	3157.24	nan	1088.39	1216.77	1282.29	1356.58	1530.43	1620.2	1773.36	1916.67	2009.49	2128.94	2199.77	2300.4	2325.24	2496.71	2559.66	2625.75	2672.74	2739.9	2858.31
122.698372	-75.260353	1354884.64	-869766.1164	32.1	3121.24	nan	1087.34	1214.93	1281.14	1354.74	1527.62	1616.96	1769.38	1911.83	2004.1	2122.76	2194.35	2296.4	2317.57	2487.79	2543.74	2608.31	2659.14	2724.01	2842.55
122.695549	-75.26088	1354878.531	-869667.9322	32.2	3085.35	nan	1085.44	1213.09	1278.55	1352.21	1524.82	1613.45	1764.01	1907.06	1999.21	2116.58	2189.06	2287.35	2310.03	2480.8	2534.49	2587.79	2645.54	2708.13	2826.79
122.692558	-75.261398	1354875.802	-869566.3147	32.3	3049.76	nan	1084.33	1210.79	1276.54	1349.11	1521.76	1609.61	1758.48	1900.73	1993.92	2110.21	2183.61	2278.17	2300.96	2470.68	2523.52	2571.7	2631.52	2691.76	2792.37
122.689735	-75.261925	1354869.68	-869468.136	32.4	3042.81	nan	1082.6	1208.44	1274.09	1346.3	1518.6	1605.83	1753.12	1896.14	1988.78	2105.03	2178.32	2273.1	2291.85	2461.71	2515.15	2564.93	2617.91	2679.04	2762.49
122.686798	-75.262405	1354869.649	-869370.0665	32.5	3036.73	nan	1079.77	1206.1	1270.64	1343.25	1515.45	1601.88	1749.18	1891.05	1983.62	2100.02	2173.03	2264.47	2286.41	2453.78	2508.27	2559.06	2604.31	2667.33	2740.38
122.683998	-75.262978	1354858.891	-869269.6947	32.6	3040.2	nan	1075.04	1203.68	1267.95	1340.04	1512.21	1597.87	1745.16	1886.12	1978.38	2094.86	2167.58	2260.45	2280.58	2445.79	2501.17	2553.66	2590.67	2655.27	2731.47
122.681107	-75.263527	1354851.738	-869168.6048	32.7	3037.32	nan	1074.84	1201.26	1265.29	1337.25	1508.96	1594.17	1741.14	1881.46	1973.1	2089.7	2162.12	2254.28	2274.75	2432.54	2492	2545.08	2579.01	2644.61	2724.26
122.678169	-75.264008	1354851.609	-869070.4598	32.8	3021.37	nan	1072.42	1198.43	1262.18	1333.52	1505.81	1590.43	1737.25	1876.35	1967.98	2084.22	2156.83	2245.19	2269.1	2428.35	2487.19	2536.74	2569.16	2634.76	2716.37
122.67527	-75.264557	1354844.564	-868969.1864	32.9	3003.42	nan	1068.81	1196.42	1259.27	1330.67	1502.39	1586.43	1733.23	1871.96	1963.07	2078.36	2151.38	2241.47	2263.27	2420.35	2478.12	2528.16	2559.02	2624.61	2704.11
122.672401	-75.265114	1354836.313	-868868.1486	33	2994.25	nan	1065.71	1193.3	1255.84	1327.2	1498.5	1582.51	1729.17	1869.2	1957.95	2072.51	2145.93	2231.18	2257.45	2415.02	2467.27	2519.57	2548.87	2614.24	2691.13
122.669502	-75.26561	1354834.18	-868770.0396	33.1	2986.27	nan	1064.75	1190.78	1253.12	1324.07	1494.73	1578.88	1725.11	1863.28	1953.18	2066.82	2140.64	2227.06	2251.79	2407	2462.87	2511.24	2539.02	2603.2	2681.05
122.666405	-75.266083	1354837.179	-868668.6215	33.2	2977.27	nan	1062.96	1187.92	1249.98	1321.25	1490.84	1574.95	1720.92	1857.99	1948.27	2061.15	2135.18	2221.47	2246.14	2400.29	2454.08	2502.66	2530.29	2591.82	2676.6
122.663223	-75.266487	1354847.873	-868569.3068	33.3	2940.43	nan	1061.19	1185.06	1247.88	1319.05	1486.96	1571.25	1716.73	1853.57	1943.36	2055.87	2129.73	2217.22	2240.6	2393.6	2446.53	2495.03	2521.61	2580.45	2661.74
122.660454	-75.267082	1354834.548	-868468.3806	33.4	2916.83	nan	1057.09	1182.2	1245.14	1315.64	1482.82	1568.08	1712.54	1848.96	1938.45	2050.58	2124.51	2210.28	2235.06	2386.9	2438.7	2488.79	2513.14	2571.56	2649.03
122.657623	-75.267647	1354824.945	-868367.7789	33.5	2909.23	nan	1055.87	1179.34	1242.35	1313.45	1480.38	1564.84	1708.35	1844.94	1933.54	2045.29	2119.8	2204.33	2229.52	2379.13	2428.63	2482.55	2505.55	2564.04	2643.29
122.654823	-75.268227	1354813.471	-868267.0198	33.6	2903.33	nan	1054.7	1176.48	1240.03	1310.53	1477.65	1561.36	1704.44	1840.65	1928.23	2040.01	2114.2	2199.88	2223.98	2372.79	2425.54	2476.3	2497.89	2556.77	2635.96
122.652092	-75.268822	1354799.551	-868167.0021	33.7	2898.1	nan	1052.23	1174	1238.27	1309.81	1474.91	1558.33	1702.15	1837.08	1923.72	2034.72	2108.55	2195.48	2218.44	2366.7	2417.51	2463.33	2490.22	2549.03	2623.63
122.649254	-75.269432	1354785.851	-868063.5643	33.8	2903.34	nan	1047.27	1172.82	1235.91	1306.29	1471.41	1555.76	1699.8	1833.29	1918.89	2029.9	2103.74	2190.49	2212.74	2361.17	2413.35	2456.78	2482.33	2541.39	2613.36
122.646339	-75.269974	1354779.632	-867962.3589	33.9	2908.63	nan	1047.12	1170.85	1234.01	1304.86	1469.7	1553.25	1697.52	1830.05	1916.51	2027.01	2098.58	2184.96	2207.2	2354.13	2408.01	2446.19	2474.71	2533.8	2603.28
122.643486	-75.270538	1354770.422	-867861.3124	34	2920.75	nan	1048.22	1168.94	1231.86	1302.37	1467.94	1550.92	1695.24	1827.17	1913.5	2023.44	2093.43	2180	2201.72	2344.64	2404.08	2443.11	2469.07	2524.44	2596.35
122.640724	-75.271126	1354757.596	-867760.9917	34.1	2933.13	nan	1044.53	1167.7	1231.52	1300.85	1466.18	1548.79	1692.95	1824.16	1910.5	2019.86	2090.24	2175.89	2198.07	2342.21	2400.64	2440.25	2464.07	2514.8	2589.13
122.638	-75.271767	1354739.261	-867658.4172	34.2	2943.76	nan	1044.12	1166.14	1228.79	1299.34	1464.37	1546.27	1690.6	1820.77	1907.41	2015.69	2087.39	2170.84	2194.32	2338.17	2393.99	2432.43	2458.92	2507.63	2583.31
122.63517	-75.272339	1354728.939	-867557.448	34.3	2952.48	nan	1042.11	1164.59	1227.18	1297.5	1462.12	1545.01	1688.16	1818.28	1904.79	2012.27	2084.62	2167.49	2190.67	2333.28	2390.56	2429.45	2454.79	2504.47	2578.36
122.632339	-75.272903	1354719.369	-867456.9346	34.4	2961.66	nan	1040.21	1163.03	1225.81	1296	1460.85	1543.01	1685.72	1815.98	1901.4	2010	2081.85	2165.49	2187.03	2333.17	2386.55	2425.75	2451.43	2501.32	2574.05
122.629601	-75.273499	1354705.41	-867356.7184	34.5	2972.93	nan	1038.53	1161.48	1224.47	1294.52	1459.1	1541.51	1683.28	1813.24	1898.4	2007.15	2079.08	2161.87	2183.39	2328.05	2382.39	2421.06	2447.93	2498.16	2571.52
122.626747	-75.274063	1354696.175	-867255.6675	34.6	2979.19	nan	1038.47	1160.32	1223.32	1293.47	1457.34	1539.53	1680.84	1811.08	1895.39	2004.34	2076.31	2158.57	2179.79	2323.56	2379.37	2418.15	2443.38	2495	2568.73
122.623955	-75.274681	1354680.975	-867152.8718	34.7	2980.47	nan	1035.89	1159.2	1221.62	1292.1	1455.53	1537.12	1678.33	1807.95	1892.3	2001.51	2072.88	2154.01	2176.28	2316.76	2374.24	2413.07	2438.69	2489.15	2564.75
122.621284	-75.275337	1354660.404	-867050.6791	34.8	2981.8	nan	1035.91	1158.06	1220.79	1290.46	1453.24	1535.18	1675.82	1805.35	1889.32	1998.67	2070.61	2150.62	2172.77	2313.61	2369.3	2407.2	2434.01	2483.14	2558.9
122.618469	-75.275948	1354646.189	-866947.7634	34.9	2985.03	nan	1033.13	1156.42	1219.34	1288.62	1451.22	1533.05	1673.19	1802.52	1886.43	1994.69	2067.76	2146.67	2169.26	2308.61	2363.88	2401.26	2427.78	2477.14	2553.59
122.615654	-75.27652	1354635.594	-866847.1719	35	2988.71	nan	1032.64	1155.83	1218.39	1288.09	1450.28	1530.86	1669.71	1799.16	1883.63	1989.99	2062.46	2141.96	2165.85	2301.07	2354.67	2394.7	2420.84	2469.65	2549.55
122.612701	-75.277046	1354631.357	-866746.0578	35.1	2991.95	nan	1032.13	1154.73	1216.26	1284.89	1448.22	1528.42	1666.24	1795.48	1880.83	1985.15	2056.09	2136.02	2160.35	2296.87	2347.11	2383.17	2412.72	2459.8	2531.94
122.609932	-75.277634	1354618.565	-866645.6081	35.2	2984.85	nan	1029.93	1153.64	1215.47	1282.71	1445.49	1526.03	1662.77	1791.8	1878.03	1980.27	2050.77	2129.98	2154.39	2284.54	2340.82	2377.16	2404.15	2450.07	2519.39
122.607185	-75.278229	1354604.783	-866545.2655	35.3	2979.01	nan	1028.57	1152.54	1213.04	1282.21	1442.76	1523.7	1660.04	1787.85	1874.64	1975.36	2042.11	2124.03	2148.78	2280.12	2327.97	2371.45	2395.89	2440.34	2512.39
122.604439	-75.27887	1354586.702	-866442.2136	35.4	2978.09	nan	1027.62	1151.18	1212.34	1281.18	1440.37	1521.39	1657.36	1784.15	1870.04	1970.03	2033.2	2118.16	2143.28	2274.59	2323.14	2364.32	2386.74	2430.33	2507.41
122.601692	-75.279503	1354569.372	-866339.6177	35.5	2980.97	nan	1027.44	1149.94	1211.08	1277.45	1438.69	1518.9	1654.68	1780.44	1865.44	1965.19	2024.35	2112.86	2138.67	2267.08	2317.92	2354.81	2380.44	2420.31	2495.06
122.5989	-75.280083	1354557.646	-866239.1137	35.6	2970.59	nan	1026.02	1147.85	1209.38	1276.81	1436.95	1517.48	1651.7	1777.82	1861.2	1962.55	2021.8	2108.06	2134.19	2262.38	2312.58	2349.55	2374.56	2416	2488.95
122.595879	-75.280586	1354556.536	-866137.7784	35.7	2961.14	nan	1025.17	1146.21	1209.02	1277.21	1435.22	1515.36	1648.51	1774.91	1858.28	1959.91	2019.34	2104.71	2130.49	2257.44	2307.74	2343.75	2368.68	2412.41	2483.05
122.593094	-75.281166	1354544.691	-866037.4461	35.8	2956.44	nan	1025.54	1145.53	1207.63	1275.24	1433.44	1514.33	1645.32	1773.06	1855.36	1957.28	2016.88	2101.05	2126.95	2256.21	2303.32	2339.93	2364.73	2408.82	2480.81
122.590103	-75.281677	1354542.37	-865936.3498	35.9	2953.57	nan	1024.52	1145.11	1207.12	1274.75	1433.29	1512.96	1642.42	1770.95	1852.44	1954.86	2014.42	2098.11	2123.66	2247.62	2300.04	2336.26	2361.3	2405.23	2473.98
122.587372	-75.282318	1354524.022	-865833.6735	36	2951.46	nan	1026.24	1144.67	1207.67	1274.09	1432.46	1511.36	1642.42	1768.9	1849.44	1953.1	2011.89	2095.54	2121.72	2247.33	2296.55	2332.71	2357.76	2399.5	2470.27
122.584694	-75.282974	1354503.471	-865731.3622	36.1	2952.92	nan	1024.11	1144.24	1206.27	1272.99	1431.58	1510.21	1642.19	1768.5	1846.44	1951.34	2009.36	2093.18	2119.77	2244.06	2293.75	2329.39	2354.78	2393.49	2467.03
122.581909	-75.2836	1354487.321	-865628.3087	36.2	2958.15	nan	1024.27	1143.8	1206.05	1273.08	1430.7	1510	1640.13	1765.43	1844	1949.58	2006.82	2091.07	2117.68	2239.67	2291.08	2326.81	2351.95	2389.31	2464.09
122.579048	-75.284149	1354479.474	-865528.0393	36.3	2972.9	nan	1024.17	1143.57	1205.39	1272.51	1429.29	1508.99	1638.14	1764.92	1842.68	1947.41	2004.35	2089.01	2115.38	2243.23	2288.42	2324.28	2349.19	2385.92	2462.51
122.576126	-75.284691	1354473.194	-865426.7468	36.4	2973.71	nan	1023.88	1142.96	1205.06	1271.88	1428.99	1508.34	1636.75	1763.73	1841.36	1944.95	2001.87	2086.96	2113.08	2235.19	2285.64	2321.9	2345.92	2382.54	2458.33
122.573242	-75.28524	1354465.682	-865325.9395	36.5	2978.25	nan	1024.59	1143	1204.6	1271.66	1427.68	1507.3	1636.75	1761.84	1840.25	1942.49	1999.38	2084.21	2110.05	2232.5	2282.53	2316.5	2342.6	2379.16	2455.16
122.570496	-75.285873	1354448.264	-865223.4056	36.6	2990.41	nan	1023.13	1143.2	1204.43	1270.93	1426.75	1506.03	1636.75	1760.76	1838.68	1939.96	1996.83	2081.68	2106.62	2230.21	2279.64	2315.25	2338.54	2375.67	2450.56
122.56781	-75.286568	1354424.166	-865118.6095	36.7	2991.3	nan	1024.21	1143.4	1203.89	1270.16	1425.88	1505.15	1635.48	1757.67	1837.28	1937.88	1994.2	2078.75	2103.09	2224.29	2275.39	2310.68	2334.75	2372.09	2446.11
122.565201	-75.287239	1354401.132	-865017.0639	36.8	2983.54	nan	1023.1	1143.59	1203.41	1270.12	1424.52	1504.18	1631.43	1757.29	1835.34	1934.76	1991.65	2075.74	2100.15	2223.72	2271.72	2307.71	2331.07	2368.35	2441.6
122.56234	-75.287842	1354388.222	-864913.6055	36.9	2976.67	nan	1022.96	1143.79	1202.95	1269.1	1423.97	1503.08	1627.38	1756.12	1833.01	1931.74	1989.09	2072.66	2097.25	2218.61	2267.86	2302.64	2327.38	2363.38	2437.31
122.559586	-75.288475	1354370.899	-864810.8977	37	2974.59	nan	1022.58	1143.98	1202.63	1268.58	1421.93	1502.2	1625.87	1753.25	1830.84	1929.49	1986.47	2069.8	2094.36	2215.16	2264.29	2298.85	2323.32	2358.31	2434.94
122.556808	-75.289146	1354350.395	-864705.3688	37.1	2961.17	nan	1022.46	1144.15	1201.87	1267.14	1420.62	1500.82	1626.77	1751.31	1828.27	1926.78	1982.73	2066.44	2091.47	2209.34	2260.07	2293.52	2318.85	2353.19	2430
122.553909	-75.289734	1354339.434	-864601.9141	37.2	2932.18	2813.57	1021.67	1143.08	1200.46	1267.25	1419.35	1499.23	1627.65	1749.05	1825.94	1924.38	1979.09	2063.24	2088.81	2208.05	2255.04	2290.18	2314.5	2348.22	2422.49
122.55117	-75.290375	1354321.12	-864499.0968	37.3	2903.19	2806.24	1020.27	1142.02	1200.31	1265.95	1418.08	1497.74	1627.54	1747.39	1823.61	1921.35	1975.45	2060.23	2085.6	2204.74	2251.47	2287.27	2310.15	2343.61	2418.5
122.548454	-75.291054	1354298.916	-864394.57	37.4	2886.02	2801.96	1020.3	1140.92	1199.26	1264.65	1416.77	1496.3	1625.22	1745.3	1821.2	1918.54	1971.71	2057.43	2082.06	2198.37	2248.2	2282.61	2305.67	2339.31	2415.24
122.545517	-75.291679	1354285.064	-864288.0305	37.5	2876.92	2800.7	1019.21	1139.83	1198.09	1263.38	1415.46	1494.6	1622.9	1743.09	1818.67	1915.74	1967.97	2053.6	2078.53	2194.88	2242.81	2278.77	2301.2	2335.02	2410.05
122.542778	-75.292358	1354263.193	-864182.9682	37.6	2872.67	2780.03	1019.09	1138.73	1196.32	1262.7	1414.07	1493.11	1621.03	1740.88	1816.24	1913	1964.23	2050.19	2074.63	2191.7	2239.91	2273.27	2296.72	2330.73	2405.42
122.540001	-75.29306	1354239.748	-864075.6461	37.7	2871.26	2761.46	1017.83	1137.61	1194.56	1260.48	1412.64	1490.85	1618.08	1738.53	1813.08	1909.99	1960.38	2046.43	2070.39	2188.08	2234.57	2269.05	2292.13	2326.31	2399.12
122.537247	-75.293732	1354218.741	-863970.6532	37.8	2870.39	2751.4	1017.62	1136.51	1194.21	1258.56	1411.5	1489	1615.58	1735.61	1810.01	1906.79	1956.64	2042.56	2066.12	2183.28	2228.72	2264.29	2287.93	2322.02	2394.46
