# distance (km)	QLEDC12590	A_QLEDC14100	QLEDC14850	QLEDC15710	A_QLEDC17670	QLEDC18725	A_QLEDC21170	QLEDC22200	A_QLEDC23240	A_QLEDC24650	A_QLEDC25500	QLEDC26790	QLEDC27040	QLEDC29300	QLLDC_LINE1001_START25870	QLLDC_LINE1001_START26260	A_QLECD31150	A_QLEDC32850	QLLDC_LINE1001_START27750_A
33.6	1054.7	1176.48	1240.03	1310.53	1477.65	1561.36	1704.44	1840.65	1928.23	2040.01	2114.2	2199.88	2223.98	2372.79	2425.54	2476.3	2497.89	2556.77	2635.96
33.7	1052.23	1174	1238.27	1309.81	1474.91	1558.33	1702.15	1837.08	1923.72	2034.72	2108.55	2195.48	2218.44	2366.7	2417.51	2463.33	2490.22	2549.03	2623.63
33.8	1047.27	1172.82	1235.91	1306.29	1471.41	1555.76	1699.8	1833.29	1918.89	2029.9	2103.74	2190.49	2212.74	2361.17	2413.35	2456.78	2482.33	2541.39	2613.36
33.9	1047.12	1170.85	1234.01	1304.86	1469.7	1553.25	1697.52	1830.05	1916.51	2027.01	2098.58	2184.96	2207.2	2354.13	2408.01	2446.19	2474.71	2533.8	2603.28
34	1048.22	1168.94	1231.86	1302.37	1467.94	1550.92	1695.24	1827.17	1913.5	2023.44	2093.43	2180	2201.72	2344.64	2404.08	2443.11	2469.07	2524.44	2596.35
34.1	1044.53	1167.7	1231.52	1300.85	1466.18	1548.79	1692.95	1824.16	1910.5	2019.86	2090.24	2175.89	2198.07	2342.21	2400.64	2440.25	2464.07	2514.8	2589.13
34.2	1044.12	1166.14	1228.79	1299.34	1464.37	1546.27	1690.6	1820.77	1907.41	2015.69	2087.39	2170.84	2194.32	2338.17	2393.99	2432.43	2458.92	2507.63	2583.31
34.3	1042.11	1164.59	1227.18	1297.5	1462.12	1545.01	1688.16	1818.28	1904.79	2012.27	2084.62	2167.49	2190.67	2333.28	2390.56	2429.45	2454.79	2504.47	2578.36
34.4	1040.21	1163.03	1225.81	1296	1460.85	1543.01	1685.72	1815.98	1901.4	2010	2081.85	2165.49	2187.03	2333.17	2386.55	2425.75	2451.43	2501.32	2574.05
34.5	1038.53	1161.48	1224.47	1294.52	1459.1	1541.51	1683.28	1813.24	1898.4	2007.15	2079.08	2161.87	2183.39	2328.05	2382.39	2421.06	2447.93	2498.16	2571.52
34.6	1038.47	1160.32	1223.32	1293.47	1457.34	1539.53	1680.84	1811.08	1895.39	2004.34	2076.31	2158.57	2179.79	2323.56	2379.37	2418.15	2443.38	2495	2568.73
34.7	1035.89	1159.2	1221.62	1292.1	1455.53	1537.12	1678.33	1807.95	1892.3	2001.51	2072.88	2154.01	2176.28	2316.76	2374.24	2413.07	2438.69	2489.15	2564.75
34.8	1035.91	1158.06	1220.79	1290.46	1453.24	1535.18	1675.82	1805.35	1889.32	1998.67	2070.61	2150.62	2172.77	2313.61	2369.3	2407.2	2434.01	2483.14	2558.9
34.9	1033.13	1156.42	1219.34	1288.62	1451.22	1533.05	1673.19	1802.52	1886.43	1994.69	2067.76	2146.67	2169.26	2308.61	2363.88	2401.26	2427.78	2477.14	2553.59
35	1032.64	1155.83	1218.39	1288.09	1450.28	1530.86	1669.71	1799.16	1883.63	1989.99	2062.46	2141.96	2165.85	2301.07	2354.67	2394.7	2420.84	2469.65	2549.55
35.1	1032.13	1154.73	1216.26	1284.89	1448.22	1528.42	1666.24	1795.48	1880.83	1985.15	2056.09	2136.02	2160.35	2296.87	2347.11	2383.17	2412.72	2459.8	2531.94
35.2	1029.93	1153.64	1215.47	1282.71	1445.49	1526.03	1662.77	1791.8	1878.03	1980.27	2050.77	2129.98	2154.39	2284.54	2340.82	2377.16	2404.15	2450.07	2519.39
35.3	1028.57	1152.54	1213.04	1282.21	1442.76	1523.7	1660.04	1787.85	1874.64	1975.36	2042.11	2124.03	2148.78	2280.12	2327.97	2371.45	2395.89	2440.34	2512.39
35.4	1027.62	1151.18	1212.34	1281.18	1440.37	1521.39	1657.36	1784.15	1870.04	1970.03	2033.2	2118.16	2143.28	2274.59	2323.14	2364.32	2386.74	2430.33	2507.41
35.5	1027.44	1149.94	1211.08	1277.45	1438.69	1518.9	1654.68	1780.44	1865.44	1965.19	2024.35	2112.86	2138.67	2267.08	2317.92	2354.81	2380.44	2420.31	2495.06
35.6	1026.02	1147.85	1209.38	1276.81	1436.95	1517.48	1651.7	1777.82	1861.2	1962.55	2021.8	2108.06	2134.19	2262.38	2312.58	2349.55	2374.56	2416	2488.95
35.7	1025.17	1146.21	1209.02	1277.21	1435.22	1515.36	1648.51	1774.91	1858.28	1959.91	2019.34	2104.71	2130.49	2257.44	2307.74	2343.75	2368.68	2412.41	2483.05
35.8	1025.54	1145.53	1207.63	1275.24	1433.44	1514.33	1645.32	1773.06	1855.36	1957.28	2016.88	2101.05	2126.95	2256.21	2303.32	2339.93	2364.73	2408.82	2480.81
35.9	1024.52	1145.11	1207.12	1274.75	1433.29	1512.96	1642.42	1770.95	1852.44	1954.86	2014.42	2098.11	2123.66	2247.62	2300.04	2336.26	2361.3	2405.23	2473.98
36	1026.24	1144.67	1207.67	1274.09	1432.46	1511.36	1642.42	1768.9	1849.44	1953.1	2011.89	2095.54	2121.72	2247.33	2296.55	2332.71	2357.76	2399.5	2470.27
36.1	1024.11	1144.24	1206.27	1272.99	1431.58	1510.21	1642.19	1768.5	1846.44	1951.34	2009.36	2093.18	2119.77	2244.06	2293.75	2329.39	2354.78	2393.49	2467.03
36.2	1024.27	1143.8	1206.05	1273.08	1430.7	1510	1640.13	1765.43	1844	1949.58	2006.82	2091.07	2117.68	2239.67	2291.08	2326.81	2351.95	2389.31	2464.09
36.3	1024.17	1143.57	1205.39	1272.51	1429.29	1508.99	1638.14	1764.92	1842.68	1947.41	2004.35	2089.01	2115.38	2243.23	2288.42	2324.28	2349.19	2385.92	2462.51
36.4	1023.88	1142.96	1205.06	1271.88	1428.99	1508.34	1636.75	1763.73	1841.36	1944.95	2001.87	2086.96	2113.08	2235.19	2285.64	2321.9	2345.92	2382.54	2458.33
36.5	1024.59	1143	1204.6	1271.66	1427.68	1507.3	1636.75	1761.84	1840.25	1942.49	1999.38	2084.21	2110.05	2232.5	2282.53	2316.5	2342.6	2379.16	2455.16
36.6	1023.13	1143.2	1204.43	1270.93	1426.75	1506.03	1636.75	1760.76	1838.68	1939.96	1996.83	2081.68	2106.62	2230.21	2279.64	2315.25	2338.54	2375.67	2450.56
36.7	1024.21	1143.4	1203.89	1270.16	1425.88	1505.15	1635.48	1757.67	1837.28	1937.88	1994.2	2078.75	2103.09	2224.29	2275.39	2310.68	2334.75	2372.09	2446.11
36.8	1023.1	1143.59	1203.41	1270.12	1424.52	1504.18	1631.43	1757.29	1835.34	1934.76	1991.65	2075.74	2100.15	2223.72	2271.72	2307.71	2331.07	2368.35	2441.6
36.9	1022.96	1143.79	1202.95	1269.1	1423.97	1503.08	1627.38	1756.12	1833.01	1931.74	1989.09	2072.66	2097.25	2218.61	2267.86	2302.64	2327.38	2363.38	2437.31
37	1022.58	1143.98	1202.63	1268.58	1421.93	1502.2	1625.87	1753.25	1830.84	1929.49	1986.47	2069.8	2094.36	2215.16	2264.29	2298.85	2323.32	2358.31	2434.94
37.1	1022.46	1144.15	1201.87	1267.14	1420.62	1500.82	1626.77	1751.31	1828.27	1926.78	1982.73	2066.44	2091.47	2209.34	2260.07	2293.52	2318.85	2353.19	2430
37.2	1021.67	1143.08	1200.46	1267.25	1419.35	1499.23	1627.65	1749.05	1825.94	1924.38	1979.09	2063.24	2088.81	2208.05	2255.04	2290.18	2314.5	2348.22	2422.49
37.3	1020.27	1142.02	1200.31	1265.95	1418.08	1497.74	1627.54	1747.39	1823.61	1921.35	1975.45	2060.23	2085.6	2204.74	2251.47	2287.27	2310.15	2343.61	2418.5
37.4	1020.3	1140.92	1199.26	1264.65	1416.77	1496.3	1625.22	1745.3	1821.2	1918.54	1971.71	2057.43	2082.06	2198.37	2248.2	2282.61	2305.67	2339.31	2415.24
37.5	1019.21	1139.83	1198.09	1263.38	1415.46	1494.6	1622.9	1743.09	1818.67	1915.74	1967.97	2053.6	2078.53	2194.88	2242.81	2278.77	2301.2	2335.02	2410.05
37.6	1019.09	1138.73	1196.32	1262.7	1414.07	1493.11	1621.03	1740.88	1816.24	1913	1964.23	2050.19	2074.63	2191.7	2239.91	2273.27	2296.72	2330.73	2405.42
37.7	1017.83	1137.61	1194.56	1260.48	1412.64	1490.85	1618.08	1738.53	1813.08	1909.99	1960.38	2046.43	2070.39	2188.08	2234.57	2269.05	2292.13	2326.31	2399.12
37.8	1017.62	1136.51	1194.21	1258.56	1411.5	1489	1615.58	1735.61	1810.01	1906.79	1956.64	2042.56	2066.12	2183.28	2228.72	2264.29	2287.93	2322.02	2394.46
37.9	1016.84	1135.45	1193.77	1257.92	1409.94	1487.29	1613.15	1733	1806.75	1903.79	1953	2039.1	2062.43	2179.27	2225.81	2259.59	2283.85	2317.65	2390.88
38	1016.29	1134.24	1192.33	1256.75	1407.82	1485.47	1610.58	1731.2	1803.86	1900.32	1949.25	2035.4	2058.7	2175.83	2222.25	2255.59	2279.53	2312.77	2384.85
38.1	1014.7	1133.01	1191.14	1255.32	1406.06	1483.49	1607.84	1728.33	1800.79	1897.42	1946.06	2031.73	2055.19	2172.9	2217.77	2250.62	2275.32	2308.02	2380.38
38.2	1012.87	1131.75	1189.19	1253.26	1404.45	1481.22	1605.41	1727.56	1797.63	1894.19	1942.79	2028.34	2051.59	2166.83	2212.17	2246.09	2271.01	2303.13	2376.07
38.3	1012.13	1130.45	1188.29	1252.5	1402.45	1479.27	1603.28	1722.48	1794.39	1890.87	1939.02	2024.54	2047.89	2162.99	2208.71	2242.39	2265.85	2298.12	2371.11
38.4	1010.29	1129.18	1186.5	1250.33	1400.57	1477.43	1601.05	1719.47	1791.23	1887.75	1935.86	2021.33	2044.28	2159.54	2206.57	2239.53	2262.25	2293.23	2366.75
38.5	1009.42	1127.95	1184.9	1248.69	1399.29	1475.42	1598.54	1717.14	1788.16	1884.93	1932.96	2017.91	2041.01	2155.06	2202.65	2234.22	2257.56	2288.48	2362.67
38.6	1010.02	1126.65	1183.57	1247.14	1397.58	1473.14	1596.99	1714.54	1784.99	1881.75	1929.6	2013.97	2037.58	2151.73	2196.41	2229.33	2253.62	2283.47	2357.95
38.7	1007.04	1125.35	1181.86	1245.72	1395.62	1471.4	1594.46	1713.51	1781.94	1878.86	1926.24	2010.33	2034.14	2147.2	2193.94	2225.14	2247.3	2278.45	2352.41
38.8	1007.2	1124.08	1180.93	1244.54	1393.24	1469.46	1591.96	1709.19	1778.97	1876.04	1923.44	2006.82	2030.8	2142.2	2188.05	2220.88	2240.18	2273.56	2346.38
38.9	1004.49	1122.72	1179.08	1242.39	1391.83	1467.66	1589.37	1706.51	1775.76	1873	1918.97	2003.14	2027.19	2138.74	2182.78	2215.84	2236.59	2268.7	2341.27
39	1003.02	1121.35	1178.38	1242.25	1389.89	1464.94	1586.28	1703.96	1772.09	1869.57	1916.54	1998.9	2024.46	2134.91	2177.95	2211.34	2233.24	2264.82	2336.76
39.1	1005.02	1120.08	1176.5	1239.91	1388.27	1463.23	1585.16	1701.62	1769.58	1865.56	1914.42	1996.09	2020.28	2130.95	2175.78	2205.38	2230.21	2261.23	2331.58
39.2	1002.34	1118.82	1175.59	1238.82	1387.13	1461.68	1584.45	1700.15	1766.61	1862.24	1912.31	1993.05	2016.34	2127.76	2173.42	2203.69	2226.35	2257.63	2329.73
39.3	1002.05	1117.59	1174.51	1237.41	1385.2	1460.32	1583.76	1697.12	1763.72	1860.68	1910.26	1990.62	2014.03	2127.57	2168.49	2200.48	2223.12	2254.14	2326.99
39.4	1000.13	nan	1173.41	1237.9	nan	1459.05	1583.04	1695.47	nan	1860.48	1908.09	nan	2011.59	2124.96	2163.71	2196.46	2219.87	2250.45	2319.63
39.5	1001.19	1114.57	1171.88	1235.88	1382.46	1457.15	1581.74	1693.65	1763.45	1855.42	1907.11	1985.93	2009.17	2119.95	2163.32	2194.41	2217.57	2251.08	2316.17
39.6	999.79	1113.29	1170.87	1235.3	1381.19	1455.95	1579.08	1691.94	1762.76	1854.62	1903.87	1983.98	2007.37	2117.24	2160.44	2191.69	2215.15	2247.73	2314.19
39.7	998.15	1112.41	1169.64	1233.84	1380.41	1455.29	1576.7	1691.16	1760.64	1852.48	1900.86	1982.44	2006.55	2115.24	2158.16	2190.63	2212.84	2247.63	2312.23
39.8	998.4	1111.17	1169.59	1232.96	1379.96	1454.33	1578.44	1689.39	1759.01	1851.63	1899.4	1980.55	2004.16	2114.07	2157.13	2189.34	2210.48	2247.79	2310.75
39.9	996.53	1110.6	1168.88	1231.98	1379.33	1453.46	1576.37	1689.13	1757.02	1849.9	1897.94	1979.45	2003.45	2113.27	2156.22	2187.46	2208.12	2246.26	2308.8
40	997.05	1109.76	1167.86	1231.25	1378.04	1452.6	1573.04	1687.29	1756.13	1848.1	1896.48	1976.69	2001.19	2110.22	2153.45	2185.65	2205.76	2243.09	2307.6
40.1	996.44	1108.93	1167.7	1231.58	1377.51	1451.67	1571.47	1686.43	1754.87	1846.35	1894.97	1976.54	1999.4	2109.52	2151.49	2184.58	2204.2	2240.01	2305.58
40.2	995.43	1108.06	1167.27	1229.82	1376.15	1451.03	1573.76	1684.77	1753.59	1844.58	1892.95	1974.82	1997.79	2107.7	2150.77	2183.01	2203.07	2237.8	2305.25
40.3	994.88	1107.71	1166.36	1228.84	1375.25	1450.58	1573.76	1685.72	1752.41	1843.85	1890.47	1974.27	1997.45	2107.14	2149.47	2181.57	2201.91	2237.45	2303.52
40.4	993.25	1107.71	1165.96	1229.12	1374.53	1449.08	1575.96	1684.62	1751.17	1843.1	1888.19	1972.08	1996.84	2106.96	2148.3	2181.2	2200.73	2237.09	2302.49
40.5	994.69	1107.71	1165.78	1228.32	1374.17	1449.42	1573	1682.8	1750.99	1842.11	1889.57	1972.23	1995.07	2104.09	2147.38	2179.55	2199.5	2235.96	2301.03
40.6	994.99	1107.85	1165.86	1227.61	1373.84	1448.65	1573	1681.61	1750.07	1841.6	1890.82	1971.36	1993.19	2103.51	2146.68	2178.23	2198.37	2234.84	2300.25
40.7	994.51	1107.71	1166.22	1228.59	1373.5	1447.98	1573	1680.61	1748.63	1840.92	1889.74	1969.49	1994.37	2102.93	2146.75	2177.07	2197.18	2233.4	2299.66
40.8	995.64	1107.4	1164.98	1227.44	1373.21	1447.96	1571.82	1680.65	1747.92	1839.65	1887.26	1969.22	1992.22	2101.41	2145.1	2176.44	2197.18	2231.96	2299.01
40.9	993.8	1107.71	1164.49	1226.48	1373.25	1447.53	1570.46	1679.56	1746.92	1838.52	1884.96	1968.59	1992.46	2100.56	2143.55	2174.85	2197.18	2230.34	2298.29
41	992.45	1108.02	1164.22	1226.15	1373.44	1446.72	1573	1678.83	1746.08	1837.41	1885.58	1967.35	1990.7	2099.72	2142.89	2174.73	2197.18	2228.66	2297.22
41.1	993.94	1107.86	1164.36	1226.44	1372.84	1446.47	1570.58	1678.04	1745.57	1836.13	1886.25	1966.44	1990.05	2099.75	2141.55	2173.43	2197	2226.98	2296.06
41.3	993.01	1107.71	1166.12	1227.89	1374.23	1449.27	1573	1683.03	1751.11	1842.45	1889.33	1971.64	1995.32	2104.22	2148.4	2177.78	2200.01	2236.63	2301.15
